Task name: KDDProject
Task description: -

Date of output: 1.5.2020

Survey of antecedent attributes

	Group	Name	Description
	Default Partial Cedent	Country (subset), 1 - 1	-
	Default Partial Cedent	Rank_ (subset), 1 - 1	-
	Default Partial Cedent	Year_ (subset), 1 - 1	-

Survey of variable antecedent attributes

	Group	Name	Description
	Default Partial Cedent	x__A1__Exports_and_imports_ (subset), 1 - 1	-
	Default Partial Cedent	x__C1__Security_Apparatus_ (subset), 1 - 1	-
	Default Partial Cedent	x__E1__Economy_ (subset), 1 - 1	-
	Default Partial Cedent	x__P1__State_Legitimacy_ (subset), 1 - 1	-
	Default Partial Cedent	x__R1__Life_expectancy_at_birth_ (subset), 1 - 1	-
	Default Partial Cedent	x__S1__Demographic_Pressures_ (subset), 1 - 1	-
	Default Partial Cedent	x__U1__Unemployment_total_ (subset), 1 - 1	-

Survey of succedent attributes

	Group	Name	Description

Survey of variable sukcedent attributes

	Group	Name	Description
	Default Partial Cedent	Total( Alert -> Sustainable)	-

Survey of Action4ft-Quantifiers
	a-frequency	Before >= 2.00 Absolute number
	a-frequency	After >= 2.00 Absolute number

Task parameters
	The comparison of the first set versus the second set
	Sets must differ in all rows (i.e. not overlapping sets)

Nr.	Hypothesis	D%-Sum	Df-Conf	Df-AFUI	Df-FUE	Df-Avg	R-Conf	R-DFUI	R-FUE	R-Avg	H-Conf	H-DFUI	H-FUE	H-Avg	B:a	B:b	B:c	B:d	B:r	B:n	B:Conf	B:DConf	B:EConf	B:Supp	B:Cmplt	B:AvgDf	B:Lift	B:LBound	B:UBound	B:ELBound	B:EUBound	B:DLBound	B:DUBound	B:Fisher	B:Chi-Sq	B:PSep	B:bMean	B:bVAR	B:bStDev	B:P(>=90%)	B:P(>=95%)	A:a	A:b	A:c	A:d	A:r	A:n	A:Conf	A:DConf	A:EConf	A:Supp	A:Cmplt	A:AvgDf	A:Lift	A:LBound	A:UBound	A:ELBound	A:EUBound	A:DLBound	A:DUBound	A:Fisher	A:Chi-Sq	A:PSep	A:bMean	A:bVAR	A:bStDev	A:P(>=90%)	A:P(>=95%)	
220	(x__C1__Security_Apparatus_(8.8)  ->  x__C1__Security_Apparatus_(1.5)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.14	0	-0.0613305613	-0.0677966102	-2.0239085239	1	0.4684684685	0.9220779221	0.6515124396	1	2.1346153846	1.0845070423	1.5348901099	2	0	35	140	2	177	1	0.0540540541	0.802259887	0.011299435	0.0540540541	3.7837837838	4.7837837838	0.81	1	0.9999700811	0.0000699145	1	0	0.0427580894	7.6540540541	16.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	0	23	151	3	177	1	0.1153846154	0.8700564972	0.0169491525	0.1153846154	5.8076923077	6.8076923077	0.729	1	0.9225837748	0.1168031264	1	0	0.0028615452	17.7234748011	6.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
221	(x__C1__Security_Apparatus_(8.8)  ->  x__C1__Security_Apparatus_(1.4)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.14	0	-0.0613305613	-0.0677966102	-2.0239085239	1	0.4684684685	0.9220779221	0.6515124396	1	2.1346153846	1.0845070423	1.5348901099	2	0	35	140	2	177	1	0.0540540541	0.802259887	0.011299435	0.0540540541	3.7837837838	4.7837837838	0.81	1	0.9999700811	0.0000699145	1	0	0.0427580894	7.6540540541	16.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	0	23	151	3	177	1	0.1153846154	0.8700564972	0.0169491525	0.1153846154	5.8076923077	6.8076923077	0.729	1	0.9225837748	0.1168031264	1	0	0.0028615452	17.7234748011	6.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
222	(x__C1__Security_Apparatus_(8.8)  ->  x__C1__Security_Apparatus_(1.2)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.14	0	-0.0613305613	-0.0677966102	-2.0239085239	1	0.4684684685	0.9220779221	0.6515124396	1	2.1346153846	1.0845070423	1.5348901099	2	0	35	140	2	177	1	0.0540540541	0.802259887	0.011299435	0.0540540541	3.7837837838	4.7837837838	0.81	1	0.9999700811	0.0000699145	1	0	0.0427580894	7.6540540541	16.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	0	23	151	3	177	1	0.1153846154	0.8700564972	0.0169491525	0.1153846154	5.8076923077	6.8076923077	0.729	1	0.9225837748	0.1168031264	1	0	0.0028615452	17.7234748011	6.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
223	(x__C1__Security_Apparatus_(8.8)  ->  x__C1__Security_Apparatus_(1.6)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.12	0	-0.0228690229	-0.0621468927	-2.0239085239	1	0.7027027027	0.9281045752	0.6515124396	1	1.4230769231	1.0774647887	1.5348901099	2	0	35	140	2	177	1	0.0540540541	0.802259887	0.011299435	0.0540540541	3.7837837838	4.7837837838	0.81	1	0.9999700811	0.0000699145	1	0	0.0427580894	7.6540540541	16.5	0.75	0.75	0.1936491673	0.271	0.1426250001	2	0	24	151	2	177	1	0.0769230769	0.8644067797	0.011299435	0.0769230769	5.8076923077	6.8076923077	0.81	1	0.9506651766	0.0774162252	1	0	0.020865434	11.7481318681	11	0.75	0.75	0.1936491673	0.271	0.1426250001	
80	(x__C1__Security_Apparatus_(8.9)  ->  x__C1__Security_Apparatus_(1.1)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.12	0	-0.0457380457	-0.0621468927	-2.0239085239	1	0.7027027027	0.9290322581	0.6515124396	1	1.4230769231	1.0763888889	1.5348901099	4	0	33	140	4	177	1	0.1081081081	0.813559322	0.0225988701	0.1081081081	3.7837837838	4.7837837838	0.6561	1	0.9998419833	0.0003452338	1	0	0.0016710058	15.4850804562	7.25	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	4	0	22	151	4	177	1	0.1538461538	0.8757062147	0.0225988701	0.1538461538	5.8076923077	6.8076923077	0.6561	1	0.8831968736	0.1694036977	1	0	0.0003782502	23.767896843	4.5	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	
81	(x__C1__Security_Apparatus_(8.9)  ->  x__C1__Security_Apparatus_(1.5)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.13	0	-0.0072765073	-0.0564971751	-2.0239085239	1	0.9369369369	0.9350649351	0.6515124396	1	1.0673076923	1.0694444444	1.5348901099	4	0	33	140	4	177	1	0.1081081081	0.813559322	0.0225988701	0.1081081081	3.7837837838	4.7837837838	0.6561	1	0.9998419833	0.0003452338	1	0	0.0016710058	15.4850804562	7.25	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	3	0	23	151	3	177	1	0.1153846154	0.8700564972	0.0169491525	0.1153846154	5.8076923077	6.8076923077	0.729	1	0.9225837748	0.1168031264	1	0	0.0028615452	17.7234748011	6.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
82	(x__C1__Security_Apparatus_(8.9)  ->  x__C1__Security_Apparatus_(1.4)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.13	0	-0.0072765073	-0.0564971751	-2.0239085239	1	0.9369369369	0.9350649351	0.6515124396	1	1.0673076923	1.0694444444	1.5348901099	4	0	33	140	4	177	1	0.1081081081	0.813559322	0.0225988701	0.1081081081	3.7837837838	4.7837837838	0.6561	1	0.9998419833	0.0003452338	1	0	0.0016710058	15.4850804562	7.25	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	3	0	23	151	3	177	1	0.1153846154	0.8700564972	0.0169491525	0.1153846154	5.8076923077	6.8076923077	0.729	1	0.9225837748	0.1168031264	1	0	0.0028615452	17.7234748011	6.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
83	(x__C1__Security_Apparatus_(8.9)  ->  x__C1__Security_Apparatus_(1.2)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.13	0	-0.0072765073	-0.0564971751	-2.0239085239	1	0.9369369369	0.9350649351	0.6515124396	1	1.0673076923	1.0694444444	1.5348901099	4	0	33	140	4	177	1	0.1081081081	0.813559322	0.0225988701	0.1081081081	3.7837837838	4.7837837838	0.6561	1	0.9998419833	0.0003452338	1	0	0.0016710058	15.4850804562	7.25	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	3	0	23	151	3	177	1	0.1153846154	0.8700564972	0.0169491525	0.1153846154	5.8076923077	6.8076923077	0.729	1	0.9225837748	0.1168031264	1	0	0.0028615452	17.7234748011	6.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
84	(x__C1__Security_Apparatus_(8.9)  ->  x__C1__Security_Apparatus_(1.6)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.12	0	0.0311850312	-0.0508474576	-2.0239085239	1	1.4054054054	0.9411764706	0.6515124396	1	1.4054054054	1.0625	1.5348901099	4	0	33	140	4	177	1	0.1081081081	0.813559322	0.0225988701	0.1081081081	3.7837837838	4.7837837838	0.6561	1	0.9998419833	0.0003452338	1	0	0.0016710058	15.4850804562	7.25	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	2	0	24	151	2	177	1	0.0769230769	0.8644067797	0.011299435	0.0769230769	5.8076923077	6.8076923077	0.81	1	0.9506651766	0.0774162252	1	0	0.020865434	11.7481318681	11	0.75	0.75	0.1936491673	0.271	0.1426250001	
158	(x__C1__Security_Apparatus_(9.7)  ->  x__C1__Security_Apparatus_(1.1)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.14	0	-0.0727650728	-0.0677966102	-2.0239085239	1	0.527027027	0.9225806452	0.6515124396	1	1.8974358974	1.0839160839	1.5348901099	3	0	34	140	3	177	1	0.0810810811	0.8079096045	0.0169491525	0.0810810811	3.7837837838	4.7837837838	0.729	1	0.9999300855	0.0001580167	1	0	0.0085516179	11.5470643057	10.3333333333	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	4	0	22	151	4	177	1	0.1538461538	0.8757062147	0.0225988701	0.1538461538	5.8076923077	6.8076923077	0.6561	1	0.8831968736	0.1694036977	1	0	0.0003782502	23.767896843	4.5	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	
159	(x__C1__Security_Apparatus_(9.7)  ->  x__C1__Security_Apparatus_(1.5)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.12	0	-0.0343035343	-0.0621468927	-2.0239085239	1	0.7027027027	0.9285714286	0.6515124396	1	1.4230769231	1.0769230769	1.5348901099	3	0	34	140	3	177	1	0.0810810811	0.8079096045	0.0169491525	0.0810810811	3.7837837838	4.7837837838	0.729	1	0.9999300855	0.0001580167	1	0	0.0085516179	11.5470643057	10.3333333333	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	3	0	23	151	3	177	1	0.1153846154	0.8700564972	0.0169491525	0.1153846154	5.8076923077	6.8076923077	0.729	1	0.9225837748	0.1168031264	1	0	0.0028615452	17.7234748011	6.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
160	(x__C1__Security_Apparatus_(9.7)  ->  x__C1__Security_Apparatus_(1.4)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.12	0	-0.0343035343	-0.0621468927	-2.0239085239	1	0.7027027027	0.9285714286	0.6515124396	1	1.4230769231	1.0769230769	1.5348901099	3	0	34	140	3	177	1	0.0810810811	0.8079096045	0.0169491525	0.0810810811	3.7837837838	4.7837837838	0.729	1	0.9999300855	0.0001580167	1	0	0.0085516179	11.5470643057	10.3333333333	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	3	0	23	151	3	177	1	0.1153846154	0.8700564972	0.0169491525	0.1153846154	5.8076923077	6.8076923077	0.729	1	0.9225837748	0.1168031264	1	0	0.0028615452	17.7234748011	6.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
161	(x__C1__Security_Apparatus_(9.7)  ->  x__C1__Security_Apparatus_(1.2)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.12	0	-0.0343035343	-0.0621468927	-2.0239085239	1	0.7027027027	0.9285714286	0.6515124396	1	1.4230769231	1.0769230769	1.5348901099	3	0	34	140	3	177	1	0.0810810811	0.8079096045	0.0169491525	0.0810810811	3.7837837838	4.7837837838	0.729	1	0.9999300855	0.0001580167	1	0	0.0085516179	11.5470643057	10.3333333333	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	3	0	23	151	3	177	1	0.1153846154	0.8700564972	0.0169491525	0.1153846154	5.8076923077	6.8076923077	0.729	1	0.9225837748	0.1168031264	1	0	0.0028615452	17.7234748011	6.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
162	(x__C1__Security_Apparatus_(9.7)  ->  x__C1__Security_Apparatus_(1.6)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.13	0	0.0041580042	-0.0564971751	-2.0239085239	1	1.0540540541	0.9346405229	0.6515124396	1	1.0540540541	1.0699300699	1.5348901099	3	0	34	140	3	177	1	0.0810810811	0.8079096045	0.0169491525	0.0810810811	3.7837837838	4.7837837838	0.729	1	0.9999300855	0.0001580167	1	0	0.0085516179	11.5470643057	10.3333333333	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	0	24	151	2	177	1	0.0769230769	0.8644067797	0.011299435	0.0769230769	5.8076923077	6.8076923077	0.81	1	0.9506651766	0.0774162252	1	0	0.020865434	11.7481318681	11	0.75	0.75	0.1936491673	0.271	0.1426250001	
213	(x__C1__Security_Apparatus_(9.8)  ->  x__C1__Security_Apparatus_(1.1)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.14	0	-0.0997920998	-0.0734463277	-2.0239085239	1	0.3513513514	0.9161290323	0.6515124396	1	2.8461538462	1.0915492958	1.5348901099	2	0	35	140	2	177	1	0.0540540541	0.802259887	0.011299435	0.0540540541	3.7837837838	4.7837837838	0.81	1	0.9999700811	0.0000699145	1	0	0.0427580894	7.6540540541	16.5	0.75	0.75	0.1936491673	0.271	0.1426250001	4	0	22	151	4	177	1	0.1538461538	0.8757062147	0.0225988701	0.1538461538	5.8076923077	6.8076923077	0.6561	1	0.8831968736	0.1694036977	1	0	0.0003782502	23.767896843	4.5	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	
214	(x__C1__Security_Apparatus_(9.8)  ->  x__C1__Security_Apparatus_(1.5)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.14	0	-0.0613305613	-0.0677966102	-2.0239085239	1	0.4684684685	0.9220779221	0.6515124396	1	2.1346153846	1.0845070423	1.5348901099	2	0	35	140	2	177	1	0.0540540541	0.802259887	0.011299435	0.0540540541	3.7837837838	4.7837837838	0.81	1	0.9999700811	0.0000699145	1	0	0.0427580894	7.6540540541	16.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	0	23	151	3	177	1	0.1153846154	0.8700564972	0.0169491525	0.1153846154	5.8076923077	6.8076923077	0.729	1	0.9225837748	0.1168031264	1	0	0.0028615452	17.7234748011	6.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
215	(x__C1__Security_Apparatus_(9.8)  ->  x__C1__Security_Apparatus_(1.4)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.14	0	-0.0613305613	-0.0677966102	-2.0239085239	1	0.4684684685	0.9220779221	0.6515124396	1	2.1346153846	1.0845070423	1.5348901099	2	0	35	140	2	177	1	0.0540540541	0.802259887	0.011299435	0.0540540541	3.7837837838	4.7837837838	0.81	1	0.9999700811	0.0000699145	1	0	0.0427580894	7.6540540541	16.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	0	23	151	3	177	1	0.1153846154	0.8700564972	0.0169491525	0.1153846154	5.8076923077	6.8076923077	0.729	1	0.9225837748	0.1168031264	1	0	0.0028615452	17.7234748011	6.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
216	(x__C1__Security_Apparatus_(9.8)  ->  x__C1__Security_Apparatus_(1.2)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.14	0	-0.0613305613	-0.0677966102	-2.0239085239	1	0.4684684685	0.9220779221	0.6515124396	1	2.1346153846	1.0845070423	1.5348901099	2	0	35	140	2	177	1	0.0540540541	0.802259887	0.011299435	0.0540540541	3.7837837838	4.7837837838	0.81	1	0.9999700811	0.0000699145	1	0	0.0427580894	7.6540540541	16.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	0	23	151	3	177	1	0.1153846154	0.8700564972	0.0169491525	0.1153846154	5.8076923077	6.8076923077	0.729	1	0.9225837748	0.1168031264	1	0	0.0028615452	17.7234748011	6.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
217	(x__C1__Security_Apparatus_(9.8)  ->  x__C1__Security_Apparatus_(1.6)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.12	0	-0.0228690229	-0.0621468927	-2.0239085239	1	0.7027027027	0.9281045752	0.6515124396	1	1.4230769231	1.0774647887	1.5348901099	2	0	35	140	2	177	1	0.0540540541	0.802259887	0.011299435	0.0540540541	3.7837837838	4.7837837838	0.81	1	0.9999700811	0.0000699145	1	0	0.0427580894	7.6540540541	16.5	0.75	0.75	0.1936491673	0.271	0.1426250001	2	0	24	151	2	177	1	0.0769230769	0.8644067797	0.011299435	0.0769230769	5.8076923077	6.8076923077	0.81	1	0.9506651766	0.0774162252	1	0	0.020865434	11.7481318681	11	0.75	0.75	0.1936491673	0.271	0.1426250001	
149	(x__E1__Economy_(8.3)  ->  x__E1__Economy_(3)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.12	0	-0.0343035343	-0.0621468927	-2.0239085239	1	0.7027027027	0.9285714286	0.6515124396	1	1.4230769231	1.0769230769	1.5348901099	3	0	34	140	3	177	1	0.0810810811	0.8079096045	0.0169491525	0.0810810811	3.7837837838	4.7837837838	0.729	1	0.9999300855	0.0001580167	1	0	0.0085516179	11.5470643057	10.3333333333	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	3	0	23	151	3	177	1	0.1153846154	0.8700564972	0.0169491525	0.1153846154	5.8076923077	6.8076923077	0.729	1	0.9225837748	0.1168031264	1	0	0.0028615452	17.7234748011	6.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
150	(x__E1__Economy_(8.3)  ->  x__E1__Economy_(3.6)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.13	0	0.0041580042	-0.0564971751	-2.0239085239	1	1.0540540541	0.9346405229	0.6515124396	1	1.0540540541	1.0699300699	1.5348901099	3	0	34	140	3	177	1	0.0810810811	0.8079096045	0.0169491525	0.0810810811	3.7837837838	4.7837837838	0.729	1	0.9999300855	0.0001580167	1	0	0.0085516179	11.5470643057	10.3333333333	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	0	24	151	2	177	1	0.0769230769	0.8644067797	0.011299435	0.0769230769	5.8076923077	6.8076923077	0.81	1	0.9506651766	0.0774162252	1	0	0.020865434	11.7481318681	11	0.75	0.75	0.1936491673	0.271	0.1426250001	
151	(x__E1__Economy_(8.3)  ->  x__E1__Economy_(2.8)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.13	0	0.0041580042	-0.0564971751	-2.0239085239	1	1.0540540541	0.9346405229	0.6515124396	1	1.0540540541	1.0699300699	1.5348901099	3	0	34	140	3	177	1	0.0810810811	0.8079096045	0.0169491525	0.0810810811	3.7837837838	4.7837837838	0.729	1	0.9999300855	0.0001580167	1	0	0.0085516179	11.5470643057	10.3333333333	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	0	24	151	2	177	1	0.0769230769	0.8644067797	0.011299435	0.0769230769	5.8076923077	6.8076923077	0.81	1	0.9506651766	0.0774162252	1	0	0.020865434	11.7481318681	11	0.75	0.75	0.1936491673	0.271	0.1426250001	
207	(x__E1__Economy_(8.4)  ->  x__E1__Economy_(3)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.14	0	-0.0613305613	-0.0677966102	-2.0239085239	1	0.4684684685	0.9220779221	0.6515124396	1	2.1346153846	1.0845070423	1.5348901099	2	0	35	140	2	177	1	0.0540540541	0.802259887	0.011299435	0.0540540541	3.7837837838	4.7837837838	0.81	1	0.9999700811	0.0000699145	1	0	0.0427580894	7.6540540541	16.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	0	23	151	3	177	1	0.1153846154	0.8700564972	0.0169491525	0.1153846154	5.8076923077	6.8076923077	0.729	1	0.9225837748	0.1168031264	1	0	0.0028615452	17.7234748011	6.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
208	(x__E1__Economy_(8.4)  ->  x__E1__Economy_(3.6)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.12	0	-0.0228690229	-0.0621468927	-2.0239085239	1	0.7027027027	0.9281045752	0.6515124396	1	1.4230769231	1.0774647887	1.5348901099	2	0	35	140	2	177	1	0.0540540541	0.802259887	0.011299435	0.0540540541	3.7837837838	4.7837837838	0.81	1	0.9999700811	0.0000699145	1	0	0.0427580894	7.6540540541	16.5	0.75	0.75	0.1936491673	0.271	0.1426250001	2	0	24	151	2	177	1	0.0769230769	0.8644067797	0.011299435	0.0769230769	5.8076923077	6.8076923077	0.81	1	0.9506651766	0.0774162252	1	0	0.020865434	11.7481318681	11	0.75	0.75	0.1936491673	0.271	0.1426250001	
209	(x__E1__Economy_(8.4)  ->  x__E1__Economy_(2.8)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.12	0	-0.0228690229	-0.0621468927	-2.0239085239	1	0.7027027027	0.9281045752	0.6515124396	1	1.4230769231	1.0774647887	1.5348901099	2	0	35	140	2	177	1	0.0540540541	0.802259887	0.011299435	0.0540540541	3.7837837838	4.7837837838	0.81	1	0.9999700811	0.0000699145	1	0	0.0427580894	7.6540540541	16.5	0.75	0.75	0.1936491673	0.271	0.1426250001	2	0	24	151	2	177	1	0.0769230769	0.8644067797	0.011299435	0.0769230769	5.8076923077	6.8076923077	0.81	1	0.9506651766	0.0774162252	1	0	0.020865434	11.7481318681	11	0.75	0.75	0.1936491673	0.271	0.1426250001	
202	(x__E1__Economy_(8.6)  ->  x__E1__Economy_(3)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.14	0	-0.0613305613	-0.0677966102	-2.0239085239	1	0.4684684685	0.9220779221	0.6515124396	1	2.1346153846	1.0845070423	1.5348901099	2	0	35	140	2	177	1	0.0540540541	0.802259887	0.011299435	0.0540540541	3.7837837838	4.7837837838	0.81	1	0.9999700811	0.0000699145	1	0	0.0427580894	7.6540540541	16.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	0	23	151	3	177	1	0.1153846154	0.8700564972	0.0169491525	0.1153846154	5.8076923077	6.8076923077	0.729	1	0.9225837748	0.1168031264	1	0	0.0028615452	17.7234748011	6.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
203	(x__E1__Economy_(8.6)  ->  x__E1__Economy_(3.6)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.12	0	-0.0228690229	-0.0621468927	-2.0239085239	1	0.7027027027	0.9281045752	0.6515124396	1	1.4230769231	1.0774647887	1.5348901099	2	0	35	140	2	177	1	0.0540540541	0.802259887	0.011299435	0.0540540541	3.7837837838	4.7837837838	0.81	1	0.9999700811	0.0000699145	1	0	0.0427580894	7.6540540541	16.5	0.75	0.75	0.1936491673	0.271	0.1426250001	2	0	24	151	2	177	1	0.0769230769	0.8644067797	0.011299435	0.0769230769	5.8076923077	6.8076923077	0.81	1	0.9506651766	0.0774162252	1	0	0.020865434	11.7481318681	11	0.75	0.75	0.1936491673	0.271	0.1426250001	
204	(x__E1__Economy_(8.6)  ->  x__E1__Economy_(2.8)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.12	0	-0.0228690229	-0.0621468927	-2.0239085239	1	0.7027027027	0.9281045752	0.6515124396	1	1.4230769231	1.0774647887	1.5348901099	2	0	35	140	2	177	1	0.0540540541	0.802259887	0.011299435	0.0540540541	3.7837837838	4.7837837838	0.81	1	0.9999700811	0.0000699145	1	0	0.0427580894	7.6540540541	16.5	0.75	0.75	0.1936491673	0.271	0.1426250001	2	0	24	151	2	177	1	0.0769230769	0.8644067797	0.011299435	0.0769230769	5.8076923077	6.8076923077	0.81	1	0.9506651766	0.0774162252	1	0	0.020865434	11.7481318681	11	0.75	0.75	0.1936491673	0.271	0.1426250001	
144	(x__E1__Economy_(9.2)  ->  x__E1__Economy_(3)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.12	0	-0.0343035343	-0.0621468927	-2.0239085239	1	0.7027027027	0.9285714286	0.6515124396	1	1.4230769231	1.0769230769	1.5348901099	3	0	34	140	3	177	1	0.0810810811	0.8079096045	0.0169491525	0.0810810811	3.7837837838	4.7837837838	0.729	1	0.9999300855	0.0001580167	1	0	0.0085516179	11.5470643057	10.3333333333	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	3	0	23	151	3	177	1	0.1153846154	0.8700564972	0.0169491525	0.1153846154	5.8076923077	6.8076923077	0.729	1	0.9225837748	0.1168031264	1	0	0.0028615452	17.7234748011	6.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
145	(x__E1__Economy_(9.2)  ->  x__E1__Economy_(3.6)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.13	0	0.0041580042	-0.0564971751	-2.0239085239	1	1.0540540541	0.9346405229	0.6515124396	1	1.0540540541	1.0699300699	1.5348901099	3	0	34	140	3	177	1	0.0810810811	0.8079096045	0.0169491525	0.0810810811	3.7837837838	4.7837837838	0.729	1	0.9999300855	0.0001580167	1	0	0.0085516179	11.5470643057	10.3333333333	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	0	24	151	2	177	1	0.0769230769	0.8644067797	0.011299435	0.0769230769	5.8076923077	6.8076923077	0.81	1	0.9506651766	0.0774162252	1	0	0.020865434	11.7481318681	11	0.75	0.75	0.1936491673	0.271	0.1426250001	
146	(x__E1__Economy_(9.2)  ->  x__E1__Economy_(2.8)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.13	0	0.0041580042	-0.0564971751	-2.0239085239	1	1.0540540541	0.9346405229	0.6515124396	1	1.0540540541	1.0699300699	1.5348901099	3	0	34	140	3	177	1	0.0810810811	0.8079096045	0.0169491525	0.0810810811	3.7837837838	4.7837837838	0.729	1	0.9999300855	0.0001580167	1	0	0.0085516179	11.5470643057	10.3333333333	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	0	24	151	2	177	1	0.0769230769	0.8644067797	0.011299435	0.0769230769	5.8076923077	6.8076923077	0.81	1	0.9506651766	0.0774162252	1	0	0.020865434	11.7481318681	11	0.75	0.75	0.1936491673	0.271	0.1426250001	
139	(x__E1__Economy_(9.6)  ->  x__E1__Economy_(3)) >÷< (Total(Alert)  ->  Total(Sustainable))	0.12	0	-0.0343035343	-0.0621468927	-2.0239085239	1	0.7027027027	0.9285714286	0.6515124396	1	1.4230769231	1.0769230769	1.5348901099	3	0	34	140	3	177	1	0.0810810811	0.8079096045	0.0169491525	0.0810810811	3.7837837838	4.7837837838	0.729	1	0.9999300855	0.0001580167	1	0	0.0085516179	11.5470643057	10.3333333333	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	3	0	23	151	3	177	1	0.1153846154	0.8700564972	0.0169491525	0.1153846154	5.8076923077	6.8076923077	0.729	1	0.9225837748	0.1168031264	1	0	0.0028615452	17.7234748011	6.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
